"STATENAME","COUNTYNAME","GEOID","MEDHHINCOME"
"Texas","Nueces County","48355",56784
"Texas","Ochiltree County","48357",53431
"Texas","Oldham County","48359",64250
"Texas","Orange County","48361",63488
"Texas","Palo Pinto County","48363",55986
"Texas","Panola County","48365",51297
"Texas","Parker County","48367",84189
"Texas","Parmer County","48369",58558
"Texas","Pecos County","48371",53879
"Texas","Polk County","48373",50351
"Texas","Potter County","48375",43652
"Texas","Presidio County","48377",22716
"Texas","Rains County","48379",52612
"Texas","Randall County","48381",68186
"Texas","Reagan County","48383",61659
"Texas","Real County","48385",38659
"Texas","Red River County","48387",37135
"Texas","Reeves County","48389",61543
"Texas","Refugio County","48391",51054
"Texas","Roberts County","48393",61964
"Texas","Robertson County","48395",53823
"Texas","Rockwall County","48397",105956
"Texas","Runnels County","48399",48489
"Texas","Rusk County","48401",56223
"Texas","Sabine County","48403",38917
"Texas","San Augustine County","48405",41568
"Texas","San Jacinto County","48407",44566
"Texas","San Patricio County","48409",56111
"Texas","San Saba County","48411",45169
"Texas","Schleicher County","48413",45250
"Texas","Scurry County","48415",50277
"Texas","Shackelford County","48417",48212
"Texas","Shelby County","48419",41170
"Texas","Sherman County","48421",57130
"Texas","Smith County","48423",59450
"Texas","Somervell County","48425",64394
"Texas","Starr County","48427",30931
"Texas","Stephens County","48429",44940
"Texas","Sterling County","48431",53194
"Texas","Stonewall County","48433",58309
"Texas","Sutton County","48435",61190
"Texas","Swisher County","48437",36337
"Texas","Tarrant County","48439",70306
"Texas","Taylor County","48441",55568
"Texas","Terrell County","48443",42823
"Texas","Terry County","48445",44052
"Texas","Throckmorton County","48447",41875
"Texas","Titus County","48449",53406
"Texas","Tom Green County","48451",57670
"Texas","Travis County","48453",80668
"Texas","Trinity County","48455",44052
"Texas","Tyler County","48457",47865
"Texas","Upshur County","48459",54330
"Texas","Upton County","48461",59008
"Texas","Uvalde County","48463",45936
"Texas","Val Verde County","48465",47675
"Texas","Van Zandt County","48467",57203
"Texas","Victoria County","48469",58959
"Texas","Walker County","48471",41508
"Texas","Waller County","48473",61752
"Texas","Ward County","48475",61915
"Texas","Washington County","48477",59623
"Texas","Webb County","48479",50296
"Texas","Wharton County","48481",51770
"Texas","Wheeler County","48483",49036
"Texas","Wichita County","48485",49710
"Texas","Wilbarger County","48487",45121
"Texas","Willacy County","48489",37906
"Texas","Williamson County","48491",90834
"Texas","Wilson County","48493",80082
"Texas","Winkler County","48495",63585
"Texas","Wise County","48497",67726
"Texas","Wood County","48499",56749
"Texas","Yoakum County","48501",69004
"Texas","Young County","48503",52158
"Texas","Zapata County","48505",32945
"Texas","Zavala County","48507",40090
"Utah","Beaver County","49001",66705
"Utah","Box Elder County","49003",63573
"Utah","Cache County","49005",60530
"Utah","Carbon County","49007",50328
"Utah","Daggett County","49009",74911
"Utah","Davis County","49011",87570
"Utah","Duchesne County","49013",61655
"Utah","Emery County","49015",57772
"Utah","Garfield County","49017",44279
"Utah","Grand County","49019",56639
"Utah","Iron County","49021",52045
"Utah","Juab County","49023",68333
"Utah","Kane County","49025",49486
"Utah","Millard County","49027",63221
"Utah","Morgan County","49029",100408
"Utah","Piute County","49031",29125
"Utah","Rich County","49033",63917
"Utah","Salt Lake County","49035",77128
"Utah","San Juan County","49037",49690
"Utah","Sanpete County","49039",55820
"Utah","Sevier County","49041",55361
"Utah","Summit County","49043",106973
"Utah","Tooele County","49045",76737
"Utah","Uintah County","49047",59428
"Utah","Utah County","49049",77057
"Utah","Wasatch County","49051",85807
"Utah","Washington County","49053",61747
"Utah","Wayne County","49055",49299
"Utah","Weber County","49057",71275
"Vermont","Addison County","50001",70262
"Vermont","Bennington County","50003",58200
"Vermont","Caledonia County","50005",52481
"Vermont","Chittenden County","50007",76316
"Vermont","Essex County","50009",47035
"Vermont","Franklin County","50011",65314
"Vermont","Grand Isle County","50013",81667
"Vermont","Lamoille County","50015",64179
"Vermont","Orange County","50017",62737
"Vermont","Orleans County","50019",54390
"Vermont","Rutland County","50021",57176
"Vermont","Washington County","50023",64862
"Vermont","Windham County","50025",54188
"Vermont","Windsor County","50027",61503
"Virginia","Accomack County","51001",46178
"Virginia","Albemarle County","51003",84643
"Virginia","Alexandria city","51510",102227
"Virginia","Alleghany County","51005",48513
"Virginia","Amelia County","51007",63918
"Virginia","Amherst County","51009",57368
"Virginia","Appomattox County","51011",55457
"Virginia","Arlington County","51013",122604
"Virginia","Augusta County","51015",65076
"Virginia","Bath County","51017",55481
"Virginia","Bedford County","51019",67136
"Virginia","Bland County","51021",50365
"Virginia","Botetourt County","51023",72719
"Virginia","Bristol city","51520",39679
"Virginia","Brunswick County","51025",46111
"Virginia","Buchanan County","51027",34302
"Virginia","Buckingham County","51029",48603
"Virginia","Buena Vista city","51530",36634
"Virginia","Campbell County","51031",52319
"Virginia","Caroline County","51033",67901
"Virginia","Carroll County","51035",44518
"Virginia","Charles City County","51036",60096
"Virginia","Charlotte County","51037",40924
"Virginia","Charlottesville city","51540",59598
"Virginia","Chesapeake city","51550",81261
"Virginia","Chesterfield County","51041",84645
"Virginia","Clarke County","51043",86154
"Virginia","Colonial Heights city","51570",60522
"Virginia","Covington city","51580",41024
"Virginia","Craig County","51045",57792
"Virginia","Culpeper County","51047",80663
"Virginia","Cumberland County","51049",50565
"Virginia","Danville city","51590",37147
"Virginia","Dickenson County","51051",30116
"Virginia","Dinwiddie County","51053",65485
"Virginia","Emporia city","51595",30058
"Virginia","Essex County","51057",51125
"Virginia","Fairfax city","51600",109708
"Virginia","Fairfax County","51059",127866
"Virginia","Falls Church city","51610",146922
"Virginia","Fauquier County","51061",105665
"Virginia","Floyd County","51063",51250
"Virginia","Fluvanna County","51065",78885
"Virginia","Franklin city","51620",49811
"Virginia","Franklin County","51067",56779
"Virginia","Frederick County","51069",80011
"Virginia","Fredericksburg city","51630",69528
"Virginia","Galax city","51640",35184
"Virginia","Giles County","51071",57279
"Virginia","Gloucester County","51073",71649
"Virginia","Goochland County","51075",97146
"Virginia","Grayson County","51077",41558
"Virginia","Greene County","51079",67266
"Virginia","Greensville County","51081",49756
"Virginia","Halifax County","51083",43714
"Virginia","Hampton city","51650",57041
"Virginia","Hanover County","51085",91444
"Virginia","Harrisonburg city","51660",49117
"Virginia","Henrico County","51087",72295
"Virginia","Henry County","51089",38511
"Virginia","Highland County","51091",51831
"Virginia","Hopewell city","51670",43262
"Virginia","Isle of Wight County","51093",77870
"Virginia","James City County","51095",91675
"Virginia","King and Queen County","51097",65385
"Virginia","King George County","51099",96711
"Virginia","King William County","51101",73284
"Virginia","Lancaster County","51103",59736
"Virginia","Lee County","51105",35006
"Virginia","Lexington city","51678",50714
"Virginia","Loudoun County","51107",147111
"Virginia","Louisa County","51109",67027
"Virginia","Lunenburg County","51111",45884
"Virginia","Lynchburg city","51680",49201
"Virginia","Madison County","51113",63482
"Virginia","Manassas city","51683",86227
"Virginia","Manassas Park city","51685",81639
"Virginia","Martinsville city","51690",36166
"Virginia","Mathews County","51115",74489
"Virginia","Mecklenburg County","51117",50224
"Virginia","Middlesex County","51119",57060
"Virginia","Montgomery County","51121",59126
"Virginia","Nelson County","51125",62203
"Virginia","New Kent County","51127",97688
"Virginia","Newport News city","51700",54511
"Virginia","Norfolk city","51710",53026
"Virginia","Northampton County","51131",50819
"Virginia","Northumberland County","51133",59437
"Virginia","Norton city","51720",30518
"Virginia","Nottoway County","51135",49983
"Virginia","Orange County","51137",74446
"Virginia","Page County","51139",51878
"Virginia","Patrick County","51141",46941
"Virginia","Petersburg city","51730",43029
"Virginia","Pittsylvania County","51143",49520
"Virginia","Poquoson city","51735",100696
"Virginia","Portsmouth city","51740",53213
"Virginia","Powhatan County","51145",93833
"Virginia","Prince Edward County","51147",44253
"Virginia","Prince George County","51149",75123
"Virginia","Prince William County","51153",107707
"Virginia","Pulaski County","51155",53689
"Virginia","Radford city","51750",34576
"Virginia","Rappahannock County","51157",82077
"Virginia","Richmond city","51760",51421
"Virginia","Richmond County","51159",53298
"Virginia","Roanoke city","51770",45664
"Virginia","Roanoke County","51161",70076
"Virginia","Rockbridge County","51163",54133
"Virginia","Rockingham County","51165",64496
"Virginia","Russell County","51167",38564
"Virginia","Salem city","51775",63411
"Virginia","Scott County","51169",41540
"Virginia","Shenandoah County","51171",56114
"Virginia","Smyth County","51173",41088
"Virginia","Southampton County","51175",63034
"Virginia","Spotsylvania County","51177",90913
"Virginia","Stafford County","51179",112247
"Virginia","Staunton city","51790",52292
"Virginia","Suffolk city","51800",79899
"Virginia","Surry County","51181",56525
"Virginia","Sussex County","51183",51701
"Virginia","Tazewell County","51185",42207
"Virginia","Virginia Beach city","51810",78136
"Virginia","Warren County","51187",70109
"Virginia","Washington County","51191",50928
"Virginia","Waynesboro city","51820",43480
"Virginia","Westmoreland County","51193",53790
"Virginia","Williamsburg city","51830",59288
"Virginia","Winchester city","51840",61102
"Virginia","Wise County","51195",41285
"Virginia","Wythe County","51197",51639
"Virginia","York County","51199",93356
"Washington","Adams County","53001",51601
"Washington","Asotin County","53003",53941
"Washington","Benton County","53005",72046
"Washington","Chelan County","53007",61304
"Washington","Clallam County","53009",55090
"Washington","Clark County","53011",77184
"Washington","Columbia County","53013",61779
"Washington","Cowlitz County","53015",58791
"Washington","Douglas County","53017",65730
"Washington","Ferry County","53019",41685
"Washington","Franklin County","53021",66904
"Washington","Garfield County","53023",56923
"Washington","Grant County","53025",59165
"Washington","Grays Harbor County","53027",50665
"Washington","Island County","53029",70765
"Washington","Jefferson County","53031",57693
"Washington","King County","53033",99158
"Washington","Kitsap County","53035",78969
"Washington","Kittitas County","53037",59703
"Washington","Klickitat County","53039",56667
"Washington","Lewis County","53041",54970
"Washington","Lincoln County","53043",58584
"Washington","Mason County","53045",60565
"Washington","Okanogan County","53047",48528
"Washington","Pacific County","53049",50873
"Washington","Pend Oreille County","53051",55021
"Washington","Pierce County","53053",76438
"Washington","San Juan County","53055",64753
"Washington","Skagit County","53057",71021
"Washington","Skamania County","53059",69296
"Washington","Snohomish County","53061",89273
"Washington","Spokane County","53063",60101
"Washington","Stevens County","53065",54426
"Washington","Thurston County","53067",75867
"Washington","Wahkiakum County","53069",54524
"Washington","Walla Walla County","53071",60615
"Washington","Whatcom County","53073",65420
"Washington","Whitman County","53075",42288
"Washington","Yakima County","53077",54917
"West Virginia","Barbour County","54001",38906
"West Virginia","Berkeley County","54003",65286
"West Virginia","Boone County","54005",45297
"West Virginia","Braxton County","54007",43819
"West Virginia","Brooke County","54009",48168
"West Virginia","Cabell County","54011",41472
"West Virginia","Calhoun County","54013",38668
"West Virginia","Clay County","54015",35154
"West Virginia","Doddridge County","54017",51300
"West Virginia","Fayette County","54019",43722
"West Virginia","Gilmer County","54021",42883
"West Virginia","Grant County","54023",43313
"West Virginia","Greenbrier County","54025",39807
"West Virginia","Hampshire County","54027",48528
"West Virginia","Hancock County","54029",48140
"West Virginia","Hardy County","54031",46513
"West Virginia","Harrison County","54033",52134
"West Virginia","Jackson County","54035",49115
"West Virginia","Jefferson County","54037",82551
"West Virginia","Kanawha County","54039",47122
"West Virginia","Lewis County","54041",43894
"West Virginia","Lincoln County","54043",42064
"West Virginia","Logan County","54045",36250
"West Virginia","Marion County","54049",52856
"West Virginia","Marshall County","54051",48179
"West Virginia","Mason County","54053",51820
"West Virginia","McDowell County","54047",26072
"West Virginia","Mercer County","54055",40716
"West Virginia","Mineral County","54057",51723
"West Virginia","Mingo County","54059",35454
"West Virginia","Monongalia County","54061",54198
"West Virginia","Monroe County","54063",44828
"West Virginia","Morgan County","54065",57116
"West Virginia","Nicholas County","54067",40318
"West Virginia","Ohio County","54069",48056
"West Virginia","Pendleton County","54071",46358
"West Virginia","Pleasants County","54073",55508
"West Virginia","Pocahontas County","54075",37642
"West Virginia","Preston County","54077",51992
"West Virginia","Putnam County","54079",63954
"West Virginia","Raleigh County","54081",43283
"West Virginia","Randolph County","54083",45206
"West Virginia","Ritchie County","54085",44328
"West Virginia","Roane County","54087",38895
"West Virginia","Summers County","54089",37769
"West Virginia","Taylor County","54091",52958
"West Virginia","Tucker County","54093",47527
"West Virginia","Tyler County","54095",47598
"West Virginia","Upshur County","54097",40802
"West Virginia","Wayne County","54099",43710
"West Virginia","Webster County","54101",33358
"West Virginia","Wetzel County","54103",44539
"West Virginia","Wirt County","54105",45315
"West Virginia","Wood County","54107",48711
"West Virginia","Wyoming County","54109",44095
"Wisconsin","Adams County","55001",48906
"Wisconsin","Ashland County","55003",47869
"Wisconsin","Barron County","55005",52346
"Wisconsin","Bayfield County","55007",57257
"Wisconsin","Brown County","55009",64728
"Wisconsin","Buffalo County","55011",58364
"Wisconsin","Burnett County","55013",53555
"Wisconsin","Calumet County","55015",76065
"Wisconsin","Chippewa County","55017",61215
"Wisconsin","Clark County","55019",54463
"Wisconsin","Columbia County","55021",69262
"Wisconsin","Crawford County","55023",51218
"Wisconsin","Dane County","55025",75179
"Wisconsin","Dodge County","55027",62591
"Wisconsin","Door County","55029",61765
"Wisconsin","Douglas County","55031",56855
"Wisconsin","Dunn County","55033",59588
"Wisconsin","Eau Claire County","55035",62508
"Wisconsin","Florence County","55037",50821
"Wisconsin","Fond du Lac County","55039",64147
"Wisconsin","Forest County","55041",48394
"Wisconsin","Grant County","55043",54144
"Wisconsin","Green County","55045",66212
"Wisconsin","Green Lake County","55047",57339
"Wisconsin","Iowa County","55049",68714
"Wisconsin","Iron County","55051",45588
"Wisconsin","Jackson County","55053",55228
"Wisconsin","Jefferson County","55055",67167
"Wisconsin","Juneau County","55057",53928
"Wisconsin","Kenosha County","55059",66595
"Wisconsin","Kewaunee County","55061",68474
"Wisconsin","La Crosse County","55063",60307
"Wisconsin","Lafayette County","55065",61070
"Wisconsin","Langlade County","55067",52074
"Wisconsin","Lincoln County","55069",59183
"Wisconsin","Manitowoc County","55071",58464
"Wisconsin","Marathon County","55073",63029
"Wisconsin","Marinette County","55075",52385
"Wisconsin","Marquette County","55077",53293
"Wisconsin","Menominee County","55078",47188
"Wisconsin","Milwaukee County","55079",52260
"Wisconsin","Monroe County","55081",60595
"Wisconsin","Oconto County","55083",64528
"Wisconsin","Oneida County","55085",58156
"Wisconsin","Outagamie County","55087",68441
"Wisconsin","Ozaukee County","55089",84394
"Wisconsin","Pepin County","55091",58750
"Wisconsin","Pierce County","55093",73873
"Wisconsin","Polk County","55095",61814
"Wisconsin","Portage County","55097",60316
"Wisconsin","Price County","55099",49749
"Wisconsin","Racine County","55101",62556
"Wisconsin","Richland County","55103",52052
"Wisconsin","Rock County","55105",59519
"Wisconsin","Rusk County","55107",48961
"Wisconsin","Sauk County","55111",62808
"Wisconsin","Sawyer County","55113",52022
"Wisconsin","Shawano County","55115",57322
"Wisconsin","Sheboygan County","55117",62101
"Wisconsin","St. Croix County","55109",84985
"Wisconsin","Taylor County","55119",52860
"Wisconsin","Trempealeau County","55121",59606
"Wisconsin","Vernon County","55123",54549
"Wisconsin","Vilas County","55125",50039
"Wisconsin","Walworth County","55127",66034
"Wisconsin","Washburn County","55129",51711
"Wisconsin","Washington County","55131",80839
"Wisconsin","Waukesha County","55133",88985
"Wisconsin","Waupaca County","55135",60106
"Wisconsin","Waushara County","55137",54320
"Wisconsin","Winnebago County","55139",59947
"Wisconsin","Wood County","55141",55684
"Wyoming","Albany County","56001",51362
"Wyoming","Big Horn County","56003",51237
"Wyoming","Campbell County","56005",80887
"Wyoming","Carbon County","56007",62423
"Wyoming","Converse County","56009",73806
"Wyoming","Crook County","56011",66898
"Wyoming","Fremont County","56013",54291
"Wyoming","Goshen County","56015",55955
"Wyoming","Hot Springs County","56017",53398
"Wyoming","Johnson County","56019",56565
"Wyoming","Laramie County","56021",69369
"Wyoming","Lincoln County","56023",71898
"Wyoming","Natrona County","56025",62168
"Wyoming","Niobrara County","56027",46111
"Wyoming","Park County","56029",63684
"Wyoming","Platte County","56031",57784
"Wyoming","Sheridan County","56033",59380
"Wyoming","Sublette County","56035",78655
"Wyoming","Sweetwater County","56037",73384
"Wyoming","Teton County","56039",87053
"Wyoming","Uinta County","56041",72458
"Wyoming","Washakie County","56043",57306
"Wyoming","Weston County","56045",53333
